t,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B,C_A,C_B
5200,0.025,0.024,0.022,0.026,0,0.05,0.021,0.028,0,0.0005,0.025,0.024,0.028,0.02,0.022,0.027,0.021,0.028,0.019,0.028,0.024,0.02,0.025,0.024,0.023,0.026,0.02,0.029,0.004,0.043,0.028,0.021,0.021,0.028,0.001,0.041,0.014,0.029,0.017,0.031,0.021,0.026,0.021,0.028,0,0.05,0.013,0.036,0,0.0005,0.021,0.025,0.019,0.029,0.017,0.031,0.018,0.029,0.027,0.022,0.021,0.027,0,0.05,0.019,0.027,0.021,0.027,0.001,0.035,0.019,0.029,0.021,0.024,0.016,0.032,0.022,0.026,0.02,0.027,0.021,0.026,0.029,0.02,0.026,0.023,0.026,0.023,0.023,0.026,0.031,0.018,0.022,0.027,0.022,0.026,0,0,0.023,0.025,0.021,0.028,0.02,0.03,0.02,0.029,0.023,0.025,0.02,0.023,0.018,0.03,0.019,0.03,0.016,0.031,0.021,0.028,0.026,0.023,0.02,0.029,0,0.05,0.023,0.025,0.02,0.026,0.026,0.023,0.03,0.019,0.017,0.031,0.013,0.034,0.029,0.019,0.024,0.022,0.024,0.025,0.026,0.021,0.02,0.022,0,0,0.024,0.022,0.03,0.016,0.019,0.03,0,0.0005,0.024,0.026,0.024,0.025,0.02,0.029,0,0.0005,0.025,0.024,0.026,0.023,0.017,0.031,0,0.05,0.028,0.02,0.015,0.033,0.025,0.024,0.013,0.036,0.027,0.022,0.022,0.026,0.026,0.022,0.029,0.019,0.018,0.031,0.021,0.026,0.018,0.031,0.027,0.019,0.017,0.032,0.027,0.021
5400,0.024,0.024,0.023,0.025,0,0.05,0.02,0.028,0,0.0005,0.02,0.028,0.022,0.023,0.02,0.029,0.022,0.026,0.021,0.028,0.024,0.023,0.025,0.023,0.023,0.024,0.021,0.028,0.009,0.04,0.024,0.024,0.023,0.026,0.015,0.034,0.02,0.026,0.016,0.032,0.022,0.027,0.023,0.025,0,0.05,0.013,0.035,0,0.0005,0.024,0.025,0.015,0.034,0.018,0.03,0.018,0.03,0.024,0.025,0.019,0.025,0,0.05,0.025,0.024,0.024,0.025,0.001,0.034,0.02,0.028,0.027,0.022,0.02,0.028,0.02,0.028,0.022,0.026,0.018,0.031,0.028,0.02,0.025,0.024,0.025,0.023,0.021,0.028,0.027,0.021,0.018,0.026,0.021,0.027,0,0,0.024,0.024,0.02,0.027,0.019,0.028,0.018,0.031,0.023,0.026,0.023,0.025,0.018,0.03,0.02,0.024,0.016,0.028,0.022,0.027,0.023,0.024,0.022,0.027,0,0.05,0.029,0.02,0.022,0.027,0.027,0.02,0.03,0.017,0.019,0.03,0.018,0.028,0.034,0.013,0.023,0.024,0.026,0.023,0.028,0.021,0.024,0.023,0,0,0.02,0.025,0.026,0.023,0.019,0.028,0,0.0005,0.022,0.025,0.031,0.018,0.018,0.029,0,0.0005,0.023,0.022,0.023,0.024,0.018,0.03,0,0.05,0.03,0.018,0.018,0.031,0.024,0.023,0.012,0.035,0.025,0.021,0.023,0.025,0.027,0.019,0.024,0.024,0.017,0.029,0.022,0.027,0.018,0.031,0.031,0.016,0.014,0.031,0.029,0.019
5600,0.023,0.025,0.024,0.024,0,0.05,0.021,0.024,0,0.0005,0.024,0.025,0.022,0.024,0.019,0.025,0.023,0.026,0.019,0.03,0.022,0.025,0.022,0.026,0.03,0.018,0.019,0.03,0.012,0.037,0.022,0.027,0.024,0.025,0.019,0.03,0.023,0.022,0.017,0.029,0.021,0.027,0.024,0.024,0,0.05,0.019,0.03,0,0.0005,0.024,0.023,0.02,0.028,0.02,0.029,0.017,0.031,0.024,0.025,0.023,0.026,0,0.05,0.026,0.022,0.023,0.026,0.001,0.034,0.022,0.027,0.029,0.018,0.023,0.026,0.019,0.028,0.025,0.024,0.021,0.028,0.028,0.021,0.02,0.029,0.026,0.022,0.016,0.032,0.028,0.021,0.023,0.026,0.026,0.022,0,0,0.025,0.023,0.02,0.028,0.02,0.029,0.021,0.028,0.026,0.023,0.02,0.029,0.017,0.031,0.025,0.023,0.025,0.024,0.025,0.024,0.024,0.025,0.026,0.023,0,0.05,0.027,0.019,0.022,0.027,0.026,0.022,0.022,0.019,0.02,0.028,0.02,0.029,0.031,0.017,0.022,0.027,0.028,0.021,0.032,0.017,0.024,0.023,0,0,0.017,0.031,0.026,0.022,0.019,0.026,0,0.0005,0.023,0.023,0.029,0.02,0.018,0.029,0,0.0005,0.025,0.024,0.026,0.023,0.017,0.031,0,0.05,0.029,0.02,0.017,0.029,0.021,0.028,0.013,0.033,0.029,0.019,0.025,0.023,0.029,0.019,0.02,0.024,0.02,0.029,0.021,0.027,0.022,0.026,0.03,0.017,0.012,0.034,0.03,0.019
5800,0.022,0.026,0.02,0.029,0,0.05,0.027,0.02,0,0.0005,0.022,0.027,0.026,0.023,0.025,0.024,0.024,0.024,0.019,0.03,0.02,0.027,0.029,0.02,0.029,0.02,0.017,0.029,0.012,0.034,0.022,0.027,0.023,0.026,0.02,0.028,0.021,0.027,0.024,0.025,0.025,0.022,0.02,0.029,0,0.05,0.022,0.027,0,0.05,0.022,0.027,0.02,0.029,0.018,0.031,0.019,0.03,0.024,0.025,0.022,0.025,0,0.05,0.025,0.022,0.027,0.022,0.001,0.034,0.022,0.027,0.028,0.021,0.024,0.025,0.017,0.031,0.027,0.021,0.019,0.027,0.024,0.025,0.019,0.03,0.023,0.024,0.015,0.034,0.029,0.019,0.024,0.025,0.025,0.023,0,0,0.026,0.021,0.024,0.025,0.021,0.028,0.02,0.029,0.024,0.021,0.023,0.026,0.017,0.031,0.023,0.026,0.023,0.026,0.021,0.023,0.02,0.025,0.025,0.024,0,0.05,0.024,0.025,0.021,0.028,0.024,0.025,0.022,0.027,0.024,0.024,0.02,0.029,0.027,0.02,0.021,0.025,0.029,0.02,0.032,0.017,0.022,0.026,0,0,0.021,0.027,0.024,0.025,0.021,0.027,0,0.0005,0.025,0.024,0.029,0.019,0.019,0.03,0,0.0005,0.026,0.023,0.025,0.023,0.017,0.031,0,0.05,0.028,0.017,0.021,0.028,0.021,0.027,0.014,0.032,0.03,0.019,0.027,0.023,0.026,0.023,0.018,0.028,0.021,0.028,0.022,0.027,0.021,0.025,0.025,0.024,0.017,0.031,0.03,0.017
6000,0.023,0.026,0.021,0.027,0,0.05,0.025,0.024,0,0.0005,0.022,0.025,0.023,0.024,0.023,0.024,0.026,0.023,0.018,0.027,0.019,0.03,0.027,0.021,0.03,0.019,0.019,0.03,0.013,0.035,0.022,0.025,0.024,0.024,0.018,0.029,0.018,0.026,0.026,0.023,0.023,0.026,0.016,0.033,0,0.05,0.024,0.025,0,0.05,0.019,0.028,0.017,0.031,0.018,0.029,0.021,0.028,0.024,0.022,0.025,0.024,0,0.05,0.029,0.019,0.027,0.022,0.001,0.033,0.019,0.03,0.027,0.019,0.021,0.024,0.02,0.027,0.023,0.024,0.021,0.027,0.025,0.024,0.019,0.031,0.024,0.025,0.016,0.032,0.03,0.019,0.029,0.02,0.021,0.028,0,0,0.026,0.022,0.025,0.022,0.022,0.027,0.021,0.027,0.024,0.02,0.021,0.027,0.019,0.03,0.022,0.027,0.02,0.029,0.024,0.025,0.02,0.029,0.025,0.021,0,0.05,0.023,0.024,0.023,0.026,0.018,0.03,0.02,0.026,0.028,0.021,0.024,0.023,0.022,0.026,0.026,0.023,0.024,0.025,0.033,0.015,0.023,0.022,0,0,0.024,0.021,0.027,0.022,0.02,0.028,0,0.05,0.024,0.024,0.028,0.019,0.02,0.028,0,0.0005,0.022,0.026,0.027,0.02,0.017,0.032,0,0.05,0.03,0.018,0.021,0.027,0.024,0.025,0.021,0.026,0.027,0.022,0.028,0.019,0.028,0.021,0.022,0.027,0.018,0.031,0.025,0.024,0.023,0.024,0.03,0.019,0.018,0.029,0.025,0.024
6200,0.022,0.026,0.021,0.026,0,0.05,0.023,0.025,0,0.0005,0.021,0.028,0.022,0.026,0.022,0.026,0.021,0.025,0.022,0.026,0.023,0.026,0.025,0.024,0.03,0.019,0.016,0.032,0.016,0.033,0.024,0.024,0.023,0.026,0.021,0.028,0.021,0.026,0.022,0.026,0.02,0.026,0.015,0.031,0,0.05,0.026,0.023,0,0.05,0.018,0.031,0.014,0.034,0.019,0.028,0.02,0.029,0.025,0.024,0.022,0.027,0,0.05,0.028,0.02,0.025,0.024,0.001,0.033,0.015,0.033,0.027,0.021,0.024,0.023,0.021,0.027,0.028,0.021,0.023,0.026,0.02,0.026,0.019,0.028,0.026,0.02,0.02,0.028,0.029,0.018,0.024,0.021,0.017,0.031,0,0,0.028,0.02,0.027,0.021,0.019,0.025,0.026,0.023,0.022,0.025,0.026,0.023,0.018,0.031,0.025,0.024,0.021,0.026,0.019,0.029,0.021,0.028,0.026,0.023,0,0.05,0.022,0.027,0.02,0.03,0.018,0.026,0.023,0.026,0.026,0.021,0.022,0.025,0.025,0.023,0.025,0.024,0.022,0.025,0.032,0.015,0.021,0.026,0,0,0.031,0.016,0.022,0.027,0.027,0.022,0,0.05,0.021,0.028,0.021,0.024,0.023,0.026,0,0.05,0.016,0.033,0.023,0.026,0.018,0.029,0,0.05,0.031,0.015,0.018,0.031,0.024,0.025,0.022,0.025,0.027,0.021,0.024,0.02,0.026,0.023,0.02,0.029,0.02,0.029,0.024,0.024,0.029,0.02,0.028,0.021,0.016,0.031,0.018,0.025
6400,0.019,0.028,0.02,0.029,0,0.05,0.022,0.025,0,0.0005,0.016,0.033,0.02,0.027,0.023,0.024,0.021,0.026,0.023,0.026,0.025,0.023,0.021,0.026,0.032,0.017,0.018,0.031,0.016,0.032,0.026,0.023,0.017,0.032,0.021,0.028,0.019,0.026,0.023,0.024,0.02,0.026,0.021,0.028,0,0.05,0.024,0.024,0,0.05,0.022,0.025,0.016,0.033,0.021,0.028,0.023,0.026,0.025,0.018,0.02,0.026,0,0.05,0.024,0.025,0.023,0.024,0.001,0.033,0.015,0.034,0.026,0.023,0.024,0.025,0.024,0.024,0.022,0.025,0.019,0.03,0.019,0.03,0.016,0.032,0.029,0.019,0.022,0.026,0.025,0.021,0.023,0.026,0.019,0.03,0,0,0.028,0.021,0.022,0.027,0.018,0.03,0.024,0.022,0.023,0.026,0.027,0.022,0.022,0.025,0.024,0.023,0.019,0.03,0.019,0.03,0.019,0.025,0.026,0.023,0,0.05,0.025,0.022,0.02,0.024,0.021,0.028,0.023,0.025,0.026,0.023,0.024,0.025,0.025,0.022,0.024,0.025,0.022,0.024,0.03,0.018,0.021,0.026,0,0,0.026,0.023,0.024,0.025,0.024,0.022,0,0.05,0.024,0.024,0.023,0.025,0.026,0.023,0,0.05,0.016,0.031,0.022,0.027,0.02,0.028,0,0.05,0.031,0.018,0.02,0.027,0.027,0.021,0.018,0.031,0.024,0.025,0.023,0.026,0.023,0.026,0.022,0.026,0.019,0.028,0.024,0.022,0.028,0.019,0.025,0.024,0.019,0.029,0.021,0.028
6600,0.021,0.029,0.019,0.029,0,0.05,0.023,0.026,0,0.0005,0.016,0.033,0.018,0.031,0.02,0.028,0.017,0.031,0.023,0.023,0.024,0.024,0.025,0.024,0.031,0.018,0.019,0.027,0.016,0.033,0.026,0.023,0.023,0.026,0.022,0.027,0.017,0.031,0.029,0.02,0.023,0.025,0.021,0.023,0,0.05,0.025,0.023,0,0.05,0.026,0.022,0.02,0.028,0.022,0.026,0.021,0.026,0.029,0.02,0.023,0.023,0,0.05,0.023,0.025,0.025,0.024,0.001,0.033,0.019,0.03,0.019,0.03,0.02,0.028,0.026,0.023,0.024,0.024,0.019,0.029,0.018,0.031,0.016,0.033,0.028,0.02,0.019,0.029,0.024,0.025,0.025,0.023,0.02,0.028,0,0,0.029,0.02,0.02,0.029,0.019,0.029,0.027,0.022,0.023,0.025,0.027,0.022,0.02,0.023,0.027,0.022,0.019,0.028,0.019,0.03,0.019,0.028,0.026,0.022,0,0.05,0.024,0.025,0.024,0.02,0.022,0.024,0.021,0.027,0.019,0.03,0.027,0.022,0.025,0.022,0.023,0.025,0.025,0.024,0.035,0.014,0.022,0.026,0,0,0.023,0.025,0.021,0.028,0.024,0.025,0,0.05,0.021,0.028,0.023,0.024,0.026,0.023,0,0.05,0.016,0.031,0.019,0.03,0.024,0.026,0,0.05,0.029,0.02,0.025,0.024,0.023,0.026,0.021,0.028,0.024,0.024,0.025,0.024,0.025,0.023,0.023,0.025,0.021,0.026,0.021,0.028,0.027,0.019,0.025,0.024,0.022,0.027,0.02,0.028
6800,0.019,0.03,0.023,0.026,0,0.05,0.023,0.026,0,0.0005,0.019,0.03,0.019,0.028,0.017,0.032,0.019,0.03,0.026,0.023,0.022,0.025,0.023,0.026,0.026,0.022,0.024,0.025,0.018,0.029,0.026,0.022,0.021,0.028,0.021,0.028,0.018,0.031,0.025,0.024,0.023,0.022,0.025,0.023,0,0.05,0.026,0.022,0,0.05,0.022,0.027,0.02,0.029,0.021,0.026,0.021,0.026,0.028,0.02,0.029,0.019,0,0.05,0.021,0.027,0.025,0.024,0.001,0.033,0.018,0.029,0.019,0.028,0.023,0.026,0.027,0.022,0.023,0.025,0.026,0.023,0.017,0.03,0.015,0.033,0.029,0.019,0.023,0.025,0.027,0.022,0.022,0.026,0.022,0.026,0,0,0.026,0.023,0.021,0.027,0.02,0.029,0.023,0.026,0.022,0.021,0.026,0.019,0.02,0.029,0.027,0.022,0.017,0.032,0.015,0.03,0.02,0.029,0.024,0.025,0,0.05,0.021,0.027,0.025,0.024,0.024,0.024,0.025,0.024,0.019,0.023,0.028,0.02,0.025,0.024,0.023,0.026,0.031,0.018,0.026,0.016,0.029,0.02,0,0,0.022,0.026,0.023,0.026,0.02,0.029,0,0.05,0.022,0.026,0.027,0.022,0.022,0.027,0,0.05,0.021,0.028,0.018,0.03,0.024,0.025,0,0.05,0.023,0.022,0.022,0.026,0.025,0.024,0.018,0.028,0.026,0.023,0.026,0.023,0.024,0.022,0.022,0.022,0.022,0.027,0.023,0.026,0.023,0.026,0.02,0.028,0.02,0.027,0.019,0.029
7000,0.02,0.026,0.024,0.025,0,0.05,0.019,0.029,0,0.0005,0.021,0.027,0.019,0.03,0.017,0.031,0.023,0.025,0.024,0.025,0.024,0.024,0.024,0.025,0.027,0.022,0.023,0.024,0.019,0.029,0.023,0.023,0.022,0.025,0.02,0.027,0.017,0.032,0.024,0.023,0.023,0.024,0.024,0.024,0,0.05,0.021,0.027,0,0.05,0.026,0.022,0.02,0.028,0.019,0.029,0.019,0.03,0.025,0.024,0.029,0.02,0,0.05,0.022,0.027,0.025,0.024,0.001,0.033,0.019,0.029,0.026,0.023,0.025,0.022,0.025,0.024,0.024,0.025,0.026,0.023,0.023,0.026,0.016,0.031,0.031,0.017,0.021,0.028,0.029,0.02,0.025,0.023,0.019,0.03,0,0,0.025,0.02,0.026,0.022,0.023,0.026,0.022,0.027,0.025,0.023,0.03,0.019,0.02,0.029,0.026,0.023,0.018,0.031,0.012,0.037,0.021,0.026,0.022,0.028,0,0.05,0.023,0.026,0.021,0.027,0.024,0.025,0.021,0.028,0.027,0.022,0.032,0.017,0.023,0.026,0.02,0.025,0.028,0.018,0.024,0.024,0.028,0.021,0,0,0.022,0.027,0.021,0.028,0.022,0.024,0,0.05,0.02,0.029,0.025,0.024,0.019,0.026,0,0.05,0.021,0.026,0.022,0.027,0.026,0.022,0,0.05,0.02,0.027,0.024,0.023,0.019,0.027,0.016,0.032,0.024,0.024,0.024,0.022,0.03,0.018,0.022,0.026,0.018,0.03,0.026,0.023,0.029,0.019,0.021,0.027,0.024,0.023,0.018,0.031
7200,0.021,0.027,0.017,0.029,0,0.05,0.017,0.028,0,0.0005,0.023,0.025,0.021,0.028,0.019,0.028,0.022,0.027,0.026,0.023,0.026,0.023,0.022,0.027,0.026,0.022,0.028,0.021,0.02,0.028,0.027,0.022,0.023,0.026,0.019,0.029,0.019,0.029,0.024,0.022,0.02,0.029,0.025,0.023,0,0.05,0.02,0.023,0,0.05,0.026,0.023,0.025,0.024,0.025,0.024,0.021,0.026,0.028,0.021,0.025,0.024,0,0.05,0.019,0.026,0.024,0.024,0.001,0.033,0.018,0.031,0.023,0.024,0.024,0.021,0.027,0.022,0.024,0.025,0.027,0.021,0.019,0.028,0.018,0.031,0.031,0.017,0.021,0.027,0.021,0.02,0.025,0.024,0.021,0.029,0,0,0.03,0.019,0.029,0.02,0.021,0.027,0.023,0.023,0.025,0.022,0.025,0.024,0.02,0.029,0.028,0.021,0.017,0.029,0.011,0.036,0.027,0.022,0.024,0.024,0,0.05,0.023,0.022,0.026,0.023,0.024,0.025,0.023,0.024,0.024,0.022,0.031,0.018,0.022,0.026,0.022,0.026,0.024,0.021,0.022,0.026,0.025,0.022,0,0,0.022,0.023,0.024,0.025,0.024,0.023,0,0.05,0.018,0.031,0.026,0.023,0.021,0.028,0,0.05,0.024,0.025,0.023,0.024,0.024,0.023,0,0.05,0.021,0.028,0.024,0.025,0.018,0.029,0.017,0.032,0.023,0.026,0.027,0.022,0.029,0.018,0.023,0.026,0.02,0.029,0.025,0.023,0.024,0.022,0.027,0.022,0.025,0.024,0.02,0.029
7400,0.022,0.026,0.021,0.028,0,0.05,0.023,0.025,0,0.0005,0.026,0.022,0.015,0.034,0.023,0.026,0.027,0.021,0.023,0.021,0.021,0.027,0.019,0.029,0.025,0.023,0.024,0.024,0.021,0.027,0.026,0.023,0.02,0.027,0.019,0.029,0.02,0.028,0.023,0.025,0.018,0.03,0.029,0.02,0,0.05,0.026,0.023,0,0.05,0.025,0.021,0.023,0.025,0.024,0.025,0.021,0.027,0.028,0.019,0.028,0.021,0,0.05,0.023,0.027,0.024,0.025,0.001,0.032,0.02,0.029,0.024,0.025,0.024,0.024,0.026,0.023,0.022,0.026,0.027,0.022,0.026,0.023,0.015,0.032,0.027,0.022,0.023,0.026,0.016,0.032,0.025,0.024,0.018,0.029,0,0,0.026,0.021,0.029,0.019,0.025,0.024,0.026,0.02,0.027,0.022,0.022,0.026,0.022,0.027,0.03,0.017,0.021,0.028,0.016,0.033,0.026,0.022,0.023,0.022,0,0.05,0.024,0.025,0.022,0.026,0.024,0.024,0.023,0.023,0.024,0.02,0.028,0.021,0.022,0.027,0.02,0.029,0.027,0.022,0.02,0.028,0.024,0.022,0,0,0.022,0.027,0.023,0.025,0.027,0.021,0,0.05,0.018,0.031,0.027,0.021,0.021,0.027,0,0.05,0.021,0.028,0.021,0.027,0.021,0.028,0,0.05,0.018,0.031,0.023,0.026,0.021,0.028,0.022,0.027,0.023,0.026,0.023,0.025,0.024,0.024,0.02,0.028,0.019,0.03,0.027,0.02,0.032,0.018,0.028,0.021,0.024,0.023,0.021,0.028
7600,0.023,0.025,0.023,0.026,0,0.05,0.024,0.025,0,0.0005,0.022,0.025,0.018,0.031,0.02,0.028,0.027,0.021,0.025,0.023,0.022,0.025,0.02,0.029,0.021,0.028,0.026,0.023,0.023,0.026,0.023,0.022,0.025,0.024,0.016,0.032,0.019,0.028,0.022,0.026,0.021,0.027,0.031,0.016,0,0.05,0.025,0.022,0,0.05,0.022,0.027,0.021,0.028,0.023,0.026,0.025,0.023,0.029,0.02,0.028,0.02,0,0.05,0.02,0.026,0.024,0.025,0.001,0.032,0.022,0.027,0.022,0.027,0.029,0.019,0.022,0.026,0.024,0.025,0.029,0.02,0.024,0.025,0.018,0.03,0.022,0.026,0.027,0.021,0.019,0.03,0.02,0.026,0.022,0.027,0,0,0.026,0.023,0.026,0.021,0.025,0.021,0.026,0.022,0.025,0.023,0.021,0.026,0.021,0.028,0.028,0.021,0.022,0.027,0.015,0.032,0.023,0.023,0.024,0.025,0,0.05,0.025,0.024,0.023,0.026,0.022,0.027,0.027,0.02,0.028,0.019,0.025,0.021,0.024,0.024,0.02,0.029,0.024,0.022,0.019,0.03,0.027,0.022,0,0,0.021,0.028,0.023,0.025,0.027,0.022,0,0.05,0.018,0.031,0.02,0.02,0.024,0.025,0,0.05,0.024,0.026,0.023,0.026,0.022,0.027,0,0.05,0.018,0.028,0.026,0.023,0.021,0.024,0.022,0.025,0.024,0.024,0.021,0.025,0.021,0.024,0.019,0.026,0.017,0.031,0.024,0.023,0.03,0.018,0.026,0.023,0.023,0.026,0.021,0.028
7800,0.025,0.022,0.025,0.024,0,0.05,0.026,0.023,0,0.0005,0.021,0.028,0.019,0.029,0.022,0.027,0.023,0.026,0.024,0.024,0.022,0.024,0.024,0.024,0.02,0.028,0.021,0.027,0.026,0.023,0.021,0.027,0.027,0.022,0.018,0.024,0.02,0.029,0.023,0.02,0.018,0.031,0.029,0.017,0,0.05,0.021,0.028,0,0.05,0.022,0.027,0.028,0.021,0.022,0.026,0.023,0.026,0.025,0.024,0.027,0.022,0,0.05,0.02,0.029,0.026,0.02,0.001,0.032,0.023,0.025,0.021,0.027,0.029,0.02,0.022,0.027,0.024,0.023,0.028,0.021,0.024,0.023,0.018,0.027,0.023,0.026,0.024,0.024,0.023,0.026,0.019,0.03,0.024,0.025,0,0,0.024,0.025,0.027,0.022,0.023,0.026,0.027,0.022,0.027,0.022,0.021,0.028,0.023,0.026,0.024,0.025,0.02,0.029,0.018,0.031,0.021,0.026,0.024,0.025,0,0.05,0.023,0.023,0.021,0.027,0.024,0.024,0.024,0.024,0.027,0.022,0.025,0.024,0.023,0.025,0.019,0.029,0.025,0.023,0.023,0.026,0.033,0.016,0,0,0.028,0.021,0.022,0.026,0.024,0.025,0,0.05,0.02,0.029,0.02,0.027,0.026,0.023,0,0.05,0.025,0.022,0.019,0.029,0.023,0.025,0,0.05,0.024,0.024,0.024,0.022,0.027,0.022,0.017,0.029,0.023,0.025,0.019,0.029,0.019,0.028,0.024,0.023,0.02,0.029,0.022,0.026,0.029,0.019,0.023,0.026,0.024,0.025,0.024,0.025
8000,0.028,0.02,0.025,0.023,0,0.05,0.024,0.024,0,0.0005,0.021,0.025,0.022,0.027,0.024,0.021,0.026,0.023,0.024,0.025,0.024,0.025,0.024,0.024,0.023,0.026,0.025,0.024,0.02,0.027,0.017,0.031,0.026,0.022,0.025,0.024,0.017,0.032,0.028,0.021,0.022,0.026,0.024,0.025,0,0.05,0.021,0.028,0,0.05,0.024,0.025,0.025,0.023,0.022,0.026,0.023,0.026,0.027,0.021,0.022,0.025,0,0.05,0.02,0.029,0.028,0.021,0.001,0.032,0.02,0.028,0.02,0.027,0.027,0.022,0.022,0.026,0.024,0.024,0.026,0.022,0.025,0.023,0.02,0.029,0.019,0.03,0.02,0.029,0.027,0.022,0.021,0.028,0.025,0.024,0,0,0.025,0.023,0.031,0.018,0.021,0.026,0.028,0.021,0.026,0.022,0.019,0.027,0.018,0.026,0.022,0.027,0.024,0.024,0.016,0.028,0.025,0.024,0.022,0.026,0,0.05,0.025,0.023,0.025,0.023,0.024,0.024,0.025,0.024,0.022,0.025,0.02,0.028,0.025,0.023,0.021,0.028,0.023,0.026,0.024,0.025,0.03,0.017,0,0,0.025,0.021,0.024,0.025,0.022,0.027,0,0.05,0.019,0.026,0.02,0.024,0.028,0.021,0,0.05,0.024,0.025,0.02,0.027,0.025,0.022,0,0.05,0.027,0.022,0.025,0.024,0.029,0.02,0.015,0.032,0.024,0.025,0.021,0.024,0.019,0.03,0.026,0.023,0.018,0.029,0.02,0.028,0.031,0.018,0.02,0.026,0.026,0.022,0.023,0.025
8200,0.031,0.018,0.028,0.02,0,0.05,0.021,0.027,0,0.0005,0.023,0.026,0.02,0.029,0.031,0.018,0.028,0.02,0.024,0.023,0.023,0.026,0.022,0.027,0.023,0.026,0.026,0.023,0.019,0.03,0.015,0.033,0.029,0.02,0.022,0.024,0.015,0.033,0.025,0.024,0.021,0.028,0.022,0.027,0,0.05,0.023,0.026,0,0.05,0.025,0.024,0.028,0.02,0.019,0.027,0.022,0.027,0.027,0.018,0.023,0.026,0,0.05,0.022,0.027,0.027,0.021,0.001,0.032,0.019,0.028,0.022,0.027,0.028,0.021,0.024,0.025,0.028,0.02,0.022,0.027,0.023,0.026,0.024,0.025,0.017,0.032,0.022,0.027,0.027,0.022,0.021,0.027,0.021,0.028,0,0,0.029,0.02,0.025,0.023,0.021,0.028,0.027,0.022,0.024,0.025,0.014,0.034,0.018,0.03,0.022,0.026,0.018,0.031,0.019,0.026,0.024,0.024,0.019,0.03,0,0.05,0.023,0.023,0.025,0.023,0.021,0.026,0.024,0.025,0.024,0.024,0.021,0.028,0.022,0.027,0.018,0.031,0.021,0.028,0.024,0.024,0.027,0.021,0,0,0.024,0.025,0.022,0.027,0.024,0.025,0,0.05,0.019,0.024,0.02,0.029,0.023,0.026,0,0.05,0.021,0.028,0.018,0.03,0.022,0.027,0,0.05,0.023,0.025,0.026,0.023,0.024,0.023,0.019,0.03,0.021,0.026,0.021,0.019,0.019,0.029,0.022,0.027,0.023,0.026,0.02,0.027,0.024,0.025,0.021,0.028,0.028,0.021,0.024,0.025
